household_key,recency_days,frequency,monetary,R,F,M,RFM_Score,segment,INCOME_DESC,HOUSEHOLD_SIZE_DESC,AGE_DESC,MARITAL_STATUS_CODE,HH_COMP_DESC,KID_CATEGORY_DESC
369,3,35,1034.95,4,2,2,8,Potential Loyalists,,,,,,
370,156,133,3386.78,1,4,4,9,Lost,50-74K,2,65+,U,2 Adults No Kids,None/Unknown
371,1,161,15716.54,5,4,5,14,Champions,75-99K,3,35-44,A,2 Adults Kids,1
372,216,10,440.42,1,1,1,3,Lost,,,,,,
373,4,13,96.91,4,1,1,6,One-time Buyers,,,,,,
374,7,163,7099.56,3,4,5,12,Loyal,,,,,,
375,16,24,203.94,2,1,1,4,One-time Buyers,,,,,,
376,2,493,4714.62,5,5,4,14,Champions,,,,,,
377,1,133,3166.45,5,4,4,13,Champions,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
378,4,325,4715.42,4,5,4,13,Champions,50-74K,2,55-64,A,Single Female,None/Unknown
379,5,2,55.64,4,1,1,6,One-time Buyers,,,,,,
380,1,129,7726.4400000000005,5,4,5,14,Champions,,,,,,
381,13,93,3120.79,2,3,4,9,At Risk,35-49K,2,25-34,B,1 Adult Kids,1
382,37,34,694.7,1,2,1,4,Lost,,,,,,
383,19,150,5763.4400000000005,2,4,5,11,At Risk,50-74K,1,45-54,U,Unknown,None/Unknown
384,6,80,3914.84,3,3,4,10,At Risk,,,,,,
385,11,41,2929.72,2,2,4,8,At Risk,50-74K,5+,25-34,A,2 Adults Kids,3+
386,2,281,4676.43,5,5,4,14,Champions,25-34K,1,35-44,B,Single Female,None/Unknown
387,8,131,5697.25,3,4,5,12,Loyal,50-74K,1,25-34,B,Single Female,None/Unknown
388,4,58,1286.54,4,2,2,8,Potential Loyalists,,,,,,
389,2,271,14880.92,5,5,5,15,Champions,150-174K,1,35-44,U,Single Female,None/Unknown
390,3,108,1806.02,4,4,3,11,Loyal,25-34K,1,45-54,B,Single Female,None/Unknown
391,99,49,1412.64,1,2,2,5,Lost,25-34K,1,65+,B,Single Female,None/Unknown
392,3,104,11443.97,4,4,5,13,Champions,250K+,3,35-44,A,2 Adults Kids,1
393,1,180,3895.2400000000002,5,5,4,14,Champions,,,,,,
394,2,65,1565.89,5,3,2,10,Potential Loyalists,,,,,,
395,2,68,872.91,5,3,2,10,Potential Loyalists,25-34K,1,35-44,U,Single Male,None/Unknown
396,7,107,1790.73,3,4,3,10,Loyal,,,,,,
397,6,248,6161.99,3,5,5,13,Loyal,,,,,,
398,11,125,2092.6,2,4,3,9,At Risk,,,,,,
399,49,17,978.48,1,1,2,4,Lost,,,,,,
400,1,310,18494.14,5,5,5,15,Champions,150-174K,3,35-44,A,2 Adults Kids,1
401,6,96,2538.88,3,3,3,9,At Risk,,,,,,
402,7,80,2233.84,3,3,3,9,At Risk,,,,,,
403,70,46,914.56,1,2,2,5,Lost,,,,,,
404,3,240,6107.18,4,5,5,14,Champions,25-34K,2,25-34,A,Unknown,None/Unknown
405,6,98,3652.97,3,3,4,10,At Risk,,,,,,
406,1,45,1776.65,5,2,3,10,Potential Loyalists,,,,,,
407,2,52,696.38,5,2,1,8,Potential Loyalists,,,,,,
408,14,56,2470.9900000000002,2,2,3,7,At Risk,,,,,,
409,3,135,4499.85,4,4,4,12,Champions,25-34K,2,19-24,B,2 Adults No Kids,None/Unknown
410,1,129,1148.42,5,4,2,11,Loyal,35-49K,5+,55-64,A,2 Adults Kids,3+
411,7,158,6697.21,3,4,5,12,Loyal,Under 15K,2,35-44,U,2 Adults No Kids,None/Unknown
412,1,112,2426.3,5,4,3,12,Loyal,15-24K,2,65+,A,Single Female,None/Unknown
413,10,284,5963.78,3,5,5,13,Loyal,100-124K,1,45-54,U,Unknown,None/Unknown
414,8,153,2488.65,3,4,3,10,Loyal,,,,,,
415,18,16,514.63,2,1,1,4,One-time Buyers,,,,,,
416,137,29,2177.04,1,1,3,5,Lost,,,,,,
417,9,84,3012.96,3,3,4,10,At Risk,35-49K,2,45-54,A,Single Female,None/Unknown
418,1,256,6960.96,5,5,5,15,Champions,35-49K,3,35-44,U,2 Adults Kids,1
419,71,46,1696.6100000000001,1,2,3,6,Lost,,,,,,
420,1,99,2130.58,5,3,3,11,Potential Loyalists,,,,,,
421,7,194,6013.04,3,5,5,13,Loyal,,,,,,
422,1,20,983.32,5,1,2,8,New Customers,,,,,,
423,123,14,230.85,1,1,1,3,Lost,,,,,,
424,25,24,2441.79,2,1,3,6,One-time Buyers,,,,,,
425,2,151,5543.91,5,4,5,14,Champions,,,,,,
426,2,228,7860.85,5,5,5,15,Champions,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
427,2,53,1073.01,5,2,2,9,Potential Loyalists,,,,,,
428,19,95,3361.43,2,3,4,9,At Risk,50-74K,2,19-24,U,2 Adults No Kids,None/Unknown
429,3,43,542.89,4,2,1,7,Potential Loyalists,,,,,,
430,6,107,2377.09,3,4,3,10,Loyal,,,,,,
431,2,36,531.67,5,2,1,8,Potential Loyalists,,,,,,
432,1,257,3486.55,5,5,4,14,Champions,25-34K,1,19-24,U,Single Female,None/Unknown
433,16,76,949.82,2,3,2,7,At Risk,,,,,,
434,4,117,3778.75,4,4,4,12,Champions,15-24K,3,35-44,A,2 Adults Kids,1
435,1,93,1817.22,5,3,3,11,Potential Loyalists,,,,,,
436,15,30,2318.7400000000002,2,1,3,6,One-time Buyers,,,,,,
437,4,90,5915.7300000000005,4,3,5,12,Potential Loyalists,50-74K,5+,25-34,A,2 Adults Kids,3+
438,8,67,4456.52,3,3,4,10,At Risk,50-74K,2,35-44,A,2 Adults No Kids,None/Unknown
439,1,38,568.21,5,2,1,8,Potential Loyalists,,,,,,
440,223,6,83.88,1,1,1,3,Lost,,,,,,
441,3,76,2369.9,4,3,3,10,Potential Loyalists,50-74K,1,45-54,B,Single Female,None/Unknown
442,1,214,3094.71,5,5,4,14,Champions,15-24K,2,25-34,U,1 Adult Kids,1
443,1,103,2644.21,5,4,3,12,Loyal,25-34K,2,45-54,A,2 Adults No Kids,None/Unknown
444,141,44,1261.6200000000001,1,2,2,5,Lost,,,,,,
445,76,232,2696.5,1,5,3,9,Lost,,,,,,
446,10,30,212.05,3,1,1,5,One-time Buyers,,,,,,
447,3,136,1670.44,4,4,3,11,Loyal,,,,,,
448,6,45,493.37,3,2,1,6,Low Value,,,,,,
449,7,34,827.44,3,2,2,7,At Risk,,,,,,
450,17,65,1540.45,2,3,2,7,At Risk,,,,,,
451,1,161,2376.28,5,4,3,12,Loyal,Under 15K,2,25-34,B,2 Adults No Kids,None/Unknown
452,21,26,786.99,2,1,2,5,One-time Buyers,,,,,,
453,3,34,742.95,4,2,1,7,Potential Loyalists,,,,,,
454,2,356,8215.93,5,5,5,15,Champions,35-49K,1,55-64,U,Single Male,None/Unknown
455,5,25,1253.4,4,1,2,7,One-time Buyers,,,,,,
456,11,94,6314.03,2,3,5,10,At Risk,50-74K,2,19-24,B,2 Adults No Kids,None/Unknown
457,18,78,718.0,2,3,1,6,Low Value,,,,,,
458,3,127,1685.64,4,4,3,11,Loyal,35-49K,2,55-64,A,Single Female,None/Unknown
459,8,67,1194.94,3,3,2,8,At Risk,,,,,,
460,5,113,760.45,4,4,1,9,Loyal,25-34K,1,65+,B,Single Female,None/Unknown
461,28,39,664.8,2,2,1,5,Low Value,,,,,,
462,6,97,1510.63,3,3,2,8,At Risk,100-124K,1,65+,U,Single Male,None/Unknown
463,1,587,5803.3,5,5,5,15,Champions,,,,,,
464,3,173,3590.4900000000002,4,5,4,13,Champions,50-74K,2,65+,A,2 Adults No Kids,None/Unknown
465,16,44,382.55,2,2,1,5,Low Value,,,,,,
466,42,17,423.32,1,1,1,3,Lost,,,,,,
467,6,145,2642.9900000000002,3,4,3,10,Loyal,,,,,,
468,1,334,5835.68,5,5,5,15,Champions,,,,,,
469,14,165,7748.49,2,5,5,12,At Risk,75-99K,1,45-54,U,Single Female,None/Unknown
470,5,156,2305.0,4,4,3,11,Loyal,,,,,,
471,2,51,1530.1200000000001,5,2,2,9,Potential Loyalists,,,,,,
472,49,96,8295.58,1,3,5,9,Lost,,,,,,
473,3,70,3208.71,4,3,4,11,Potential Loyalists,50-74K,1,45-54,U,Unknown,None/Unknown
474,1,36,2102.36,5,2,3,10,Potential Loyalists,,,,,,
475,3,41,1525.02,4,2,2,8,Potential Loyalists,,,,,,
476,67,29,1551.27,1,1,2,4,Lost,,,,,,
477,18,65,812.28,2,3,2,7,At Risk,,,,,,
478,36,20,286.02,1,1,1,3,Lost,,,,,,
479,8,185,1773.3,3,5,3,11,Loyal,,,,,,
480,39,92,3646.39,1,3,4,8,Lost,,,,,,
481,27,49,2055.92,2,2,3,7,At Risk,,,,,,
482,2,61,1848.52,5,3,3,11,Potential Loyalists,,,,,,
483,2,98,2718.9900000000002,5,3,3,11,Potential Loyalists,35-49K,1,45-54,U,Single Female,None/Unknown
484,6,137,2964.51,3,4,4,11,Loyal,15-24K,2,25-34,U,2 Adults No Kids,None/Unknown
485,2,162,5431.01,5,4,5,14,Champions,25-34K,1,35-44,U,Single Male,None/Unknown
486,18,29,922.39,2,1,2,5,One-time Buyers,,,,,,
487,43,9,133.68,1,1,1,3,Lost,,,,,,
488,51,20,406.96,1,1,1,3,Lost,,,,,,
489,1,212,5866.56,5,5,5,15,Champions,150-174K,1,55-64,U,Single Female,None/Unknown
490,20,80,3886.87,2,3,4,9,At Risk,75-99K,5+,35-44,A,2 Adults Kids,3+
491,3,124,4835.71,4,4,4,12,Champions,75-99K,2,45-54,A,Single Female,None/Unknown
492,79,117,7148.28,1,4,5,10,Lost,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
493,4,196,4925.56,4,5,4,13,Champions,50-74K,1,55-64,U,Unknown,None/Unknown
494,618,1,8.17,1,1,1,3,Lost,,,,,,
495,30,73,3050.52,1,3,4,8,Lost,,,,,,
496,60,13,648.4,1,1,1,3,Lost,,,,,,
497,9,63,766.4,3,3,2,8,At Risk,,,,,,
498,2,58,904.1800000000001,5,2,2,9,Potential Loyalists,,,,,,
499,168,70,753.36,1,3,1,5,Lost,,,,,,
500,259,5,84.82000000000001,1,1,1,3,Lost,,,,,,
501,17,22,478.13,2,1,1,4,One-time Buyers,,,,,,
502,10,57,2298.84,3,2,3,8,At Risk,,,,,,
503,2,151,4723.8,5,4,4,13,Champions,,,,,,
504,92,7,516.34,1,1,1,3,Lost,,,,,,
505,8,18,188.54,3,1,1,5,One-time Buyers,,,,,,
506,2,32,1254.17,5,1,2,8,New Customers,,,,,,
507,20,66,1455.43,2,3,2,7,At Risk,,,,,,
508,20,55,1190.51,2,2,2,6,At Risk,,,,,,
509,145,16,277.14,1,1,1,3,Lost,,,,,,
510,5,346,7903.36,4,5,5,14,Champions,250K+,3,35-44,A,2 Adults Kids,1
511,1,373,5425.53,5,5,5,15,Champions,,,,,,
512,6,25,1114.44,3,1,2,6,One-time Buyers,,,,,,
513,7,161,12130.01,3,4,5,12,Loyal,75-99K,2,45-54,U,2 Adults No Kids,None/Unknown
514,13,66,2339.27,2,3,3,8,At Risk,,,,,,
515,2,47,1826.73,5,2,3,10,Potential Loyalists,,,,,,
516,6,17,295.23,3,1,1,5,One-time Buyers,,,,,,
517,8,105,3742.89,3,4,4,11,Loyal,,,,,,
518,6,153,4926.37,3,4,4,11,Loyal,75-99K,2,45-54,A,2 Adults No Kids,None/Unknown
519,53,32,819.13,1,1,2,4,Lost,,,,,,
520,1,112,2071.15,5,4,3,12,Loyal,,,,,,
521,18,53,858.8000000000001,2,2,2,6,At Risk,,,,,,
522,221,3,29.340000000000003,1,1,1,3,Lost,,,,,,
523,2,277,5731.87,5,5,5,15,Champions,35-49K,1,65+,B,Single Male,None/Unknown
524,18,72,1984.58,2,3,3,8,At Risk,,,,,,
525,28,40,902.77,2,2,2,6,At Risk,,,,,,
526,5,183,4574.92,4,5,4,13,Champions,50-74K,1,45-54,U,Unknown,None/Unknown
527,4,130,3581.52,4,4,4,12,Champions,50-74K,1,45-54,U,Single Female,None/Unknown
528,7,17,373.83,3,1,1,5,One-time Buyers,,,,,,
529,19,56,1831.14,2,2,3,7,At Risk,,,,,,
530,21,53,1476.22,2,2,2,6,At Risk,,,,,,
531,1,40,1060.64,5,2,2,9,Potential Loyalists,,,,,,
532,63,23,401.88,1,1,1,3,Lost,,,,,,
533,20,64,2792.87,2,3,4,9,At Risk,,,,,,
534,3,465,1315.44,4,5,2,11,Loyal,35-49K,1,45-54,U,Single Male,None/Unknown
535,80,34,1308.76,1,2,2,5,Lost,,,,,,
536,3,87,1557.13,4,3,2,9,Potential Loyalists,,,,,,
537,38,45,1411.25,1,2,2,5,Lost,,,,,,
538,8,69,4382.21,3,3,4,10,At Risk,,,,,,
539,1,65,1269.09,5,3,2,10,Potential Loyalists,,,,,,
540,5,93,3280.73,4,3,4,11,Potential Loyalists,50-74K,1,25-34,B,Single Female,None/Unknown
541,21,47,1784.19,2,2,3,7,At Risk,,,,,,
542,20,123,2313.52,2,4,3,9,At Risk,35-49K,1,25-34,U,Single Female,None/Unknown
543,1,104,3697.55,5,4,4,13,Champions,35-49K,3,35-44,A,1 Adult Kids,1
544,28,131,1594.85,2,4,2,8,At Risk,,,,,,
545,4,56,2660.28,4,2,3,9,Potential Loyalists,,,,,,
546,79,122,3339.0,1,4,4,9,Lost,50-74K,2,45-54,U,2 Adults No Kids,None/Unknown
547,7,55,1676.76,3,2,3,8,At Risk,,,,,,
548,28,93,4255.83,2,3,4,9,At Risk,75-99K,2,35-44,B,2 Adults No Kids,None/Unknown
549,2,98,2299.35,5,3,3,11,Potential Loyalists,,,,,,
550,1,39,854.91,5,2,2,9,Potential Loyalists,,,,,,
551,13,52,853.65,2,2,2,6,At Risk,,,,,,
552,8,44,2289.47,3,2,3,8,At Risk,,,,,,
553,1,265,7259.09,5,5,5,15,Champions,75-99K,2,45-54,U,2 Adults No Kids,None/Unknown
554,17,21,1524.33,2,1,2,5,One-time Buyers,,,,,,
555,111,21,561.03,1,1,1,3,Lost,,,,,,
556,44,15,693.86,1,1,1,3,Lost,,,,,,
557,29,29,718.46,1,1,1,3,Lost,,,,,,
558,8,115,2426.35,3,4,3,10,Loyal,,,,,,
559,223,27,249.34,1,1,1,3,Lost,,,,,,
560,1,326,7290.9,5,5,5,15,Champions,35-49K,2,19-24,U,2 Adults No Kids,None/Unknown
561,11,26,1404.3600000000001,2,1,2,5,One-time Buyers,,,,,,
562,17,79,3178.11,2,3,4,9,At Risk,,,,,,
563,5,72,2488.77,4,3,3,10,Potential Loyalists,,,,,,
564,3,52,842.45,4,2,2,8,Potential Loyalists,,,,,,
565,5,21,498.06,4,1,1,6,One-time Buyers,,,,,,
566,1,146,1218.08,5,4,2,11,Loyal,,,,,,
567,1,254,3134.9,5,5,4,14,Champions,25-34K,1,19-24,U,Single Male,None/Unknown
568,2,180,8612.85,5,5,5,15,Champions,,,,,,
569,2,102,6749.1900000000005,5,4,5,14,Champions,250K+,3,35-44,A,2 Adults Kids,1
570,1,35,1400.1100000000001,5,2,2,9,Potential Loyalists,,,,,,
571,107,16,1114.16,1,1,2,4,Lost,,,,,,
572,196,45,903.15,1,2,2,5,Lost,,,,,,
573,16,102,3111.55,2,4,4,10,At Risk,,,,,,
574,1,120,6753.54,5,4,5,14,Champions,75-99K,3,35-44,A,2 Adults Kids,1
575,1,356,11771.13,5,5,5,15,Champions,50-74K,1,35-44,U,Single Female,None/Unknown
576,33,167,3750.12,1,5,4,10,Lost,35-49K,2,55-64,A,Single Male,None/Unknown
577,5,39,4399.53,4,2,4,10,Potential Loyalists,,,,,,
578,8,117,2996.69,3,4,4,11,Loyal,50-74K,1,25-34,U,Single Male,None/Unknown
579,7,23,435.26,3,1,1,5,One-time Buyers,,,,,,
580,6,98,1337.7,3,3,2,8,At Risk,,,,,,
581,12,146,5060.44,2,4,4,10,At Risk,,,,,,
582,3,142,5137.74,4,4,5,13,Champions,125-149K,3,45-54,A,Unknown,1
583,22,156,3063.34,2,4,4,10,At Risk,15-24K,1,35-44,B,Single Female,None/Unknown
584,177,56,1098.3,1,2,2,5,Lost,,,,,,
585,22,42,805.07,2,2,2,6,At Risk,,,,,,
586,1,211,5822.64,5,5,5,15,Champions,35-49K,3,19-24,A,2 Adults Kids,1
587,1,27,247.93,5,1,1,7,New Customers,,,,,,
588,2,262,9540.54,5,5,5,15,Champions,50-74K,5+,35-44,A,2 Adults Kids,3+
589,20,17,298.97,2,1,1,4,One-time Buyers,,,,,,
590,4,134,3338.41,4,4,4,12,Champions,,,,,,
591,1,325,13534.93,5,5,5,15,Champions,,,,,,
592,54,34,660.79,1,2,1,4,Lost,,,,,,
593,21,57,646.4,2,2,1,5,Low Value,35-49K,1,35-44,U,Single Male,None/Unknown
594,7,104,2421.39,3,4,3,10,Loyal,,,,,,
595,3,146,2373.7400000000002,4,4,3,11,Loyal,35-49K,3,25-34,U,2 Adults Kids,1
596,1,113,2996.37,5,4,4,13,Champions,15-24K,3,45-54,A,1 Adult Kids,1
597,4,100,3826.25,4,4,4,12,Champions,Under 15K,2,19-24,U,1 Adult Kids,1
598,2,213,3354.9,5,5,4,14,Champions,25-34K,1,35-44,B,Single Female,None/Unknown
599,68,5,357.78000000000003,1,1,1,3,Lost,,,,,,
600,1,166,5520.3,5,5,5,15,Champions,,,,,,
601,2,79,5241.27,5,3,5,13,Potential Loyalists,100-124K,4,35-44,A,2 Adults Kids,2
602,35,53,1850.07,1,2,3,6,Lost,,,,,,
603,2,182,3219.5,5,5,4,14,Champions,,,,,,
604,1,56,2311.65,5,2,3,10,Potential Loyalists,,,,,,
605,4,128,5856.38,4,4,5,13,Champions,75-99K,4,25-34,A,2 Adults Kids,2
606,4,97,3323.12,4,3,4,11,Potential Loyalists,35-49K,1,45-54,U,Unknown,None/Unknown
607,6,216,3203.01,3,5,4,12,Loyal,125-149K,1,45-54,U,Unknown,None/Unknown
608,1,217,5148.9800000000005,5,5,5,15,Champions,25-34K,5+,25-34,B,1 Adult Kids,3+
609,1,162,1665.89,5,4,3,12,Loyal,50-74K,1,45-54,U,Unknown,None/Unknown
610,36,24,573.0600000000001,1,1,1,3,Lost,,,,,,
611,3,73,2316.24,4,3,3,10,Potential Loyalists,,,,,,
612,1,144,3978.7200000000003,5,4,4,13,Champions,,,,,,
613,12,11,347.31,2,1,1,4,One-time Buyers,,,,,,
614,4,122,2757.2400000000002,4,4,3,11,Loyal,15-24K,4,35-44,A,2 Adults Kids,2
615,14,24,346.4,2,1,1,4,One-time Buyers,,,,,,
616,10,10,476.14,3,1,1,5,One-time Buyers,,,,,,
617,20,27,1315.54,2,1,2,5,One-time Buyers,,,,,,
618,2,544,7343.87,5,5,5,15,Champions,,,,,,
619,107,5,168.98,1,1,1,3,Lost,,,,,,
620,141,19,304.98,1,1,1,3,Lost,,,,,,
621,2,142,3179.15,5,4,4,13,Champions,35-49K,1,45-54,U,Single Male,None/Unknown
622,2,147,2384.37,5,4,3,12,Loyal,15-24K,1,35-44,U,Single Female,None/Unknown
623,1,124,3899.16,5,4,4,13,Champions,35-49K,3,45-54,A,2 Adults Kids,1
624,7,160,6003.47,3,4,5,12,Loyal,50-74K,1,45-54,U,Unknown,None/Unknown
625,3,34,1233.92,4,2,2,8,Potential Loyalists,,,,,,
626,13,25,649.33,2,1,1,4,One-time Buyers,,,,,,
627,5,45,1785.46,3,2,3,8,At Risk,,,,,,
628,5,18,1147.99,3,1,2,6,One-time Buyers,,,,,,
629,82,27,377.49,1,1,1,3,Lost,,,,,,
630,1,206,7746.27,5,5,5,15,Champions,35-49K,3,35-44,A,2 Adults Kids,1
631,1,483,9277.72,5,5,5,15,Champions,100-124K,3,65+,A,2 Adults Kids,1
632,3,94,3370.68,4,3,4,11,Potential Loyalists,,,,,,
633,1,167,5493.89,5,5,5,15,Champions,,,,,,
634,243,35,1555.15,1,2,2,5,Lost,,,,,,
635,57,34,362.9,1,2,1,4,Lost,,,,,,
636,2,227,9045.17,5,5,5,15,Champions,,,,,,
637,4,113,2510.04,4,4,3,11,Loyal,,,,,,
638,5,164,8039.29,3,5,5,13,Loyal,,,,,,
639,92,79,759.83,1,3,1,5,Lost,,,,,,
640,32,92,2253.25,1,3,3,7,Lost,,,,,,
641,3,355,13221.75,4,5,5,14,Champions,,,,,,
642,125,64,2208.34,1,3,3,7,Lost,,,,,,
643,8,31,1415.59,3,1,2,6,One-time Buyers,,,,,,
644,2,214,3772.03,5,5,4,14,Champions,75-99K,2,65+,A,2 Adults No Kids,None/Unknown
645,170,49,429.06,1,2,1,4,Lost,,,,,,
646,22,41,1691.72,2,2,3,7,At Risk,,,,,,
647,1,129,6326.74,5,4,5,14,Champions,50-74K,4,35-44,A,2 Adults Kids,2
648,6,73,1910.4,3,3,3,9,At Risk,,,,,,
649,156,55,1553.45,1,2,2,5,Lost,,,,,,
650,17,78,1415.65,2,3,2,7,At Risk,,,,,,
651,181,8,370.53000000000003,1,1,1,3,Lost,,,,,,
652,1,48,1800.09,5,2,3,10,Potential Loyalists,,,,,,
653,10,228,10822.55,3,5,5,13,Loyal,,,,,,
654,5,146,2330.08,3,4,3,10,Loyal,,,,,,
655,2,61,1991.29,5,3,3,11,Potential Loyalists,,,,,,
656,17,95,5040.28,2,3,4,9,At Risk,,,,,,
657,9,20,119.8,3,1,1,5,One-time Buyers,,,,,,
658,9,49,1052.48,3,2,2,7,At Risk,,,,,,
659,27,32,760.89,2,1,2,5,One-time Buyers,,,,,,
660,3,168,7954.28,4,5,5,14,Champions,50-74K,2,55-64,A,Unknown,None/Unknown
661,2,394,8271.31,5,5,5,15,Champions,50-74K,1,45-54,U,Unknown,None/Unknown
662,19,39,1381.73,2,2,2,6,At Risk,,,,,,
663,3,105,3199.53,4,4,4,12,Champions,,,,,,
664,21,31,995.08,2,1,2,5,One-time Buyers,,,,,,
665,2,39,715.98,5,2,1,8,Potential Loyalists,,,,,,
666,3,100,1020.7,4,4,2,10,Loyal,,,,,,
667,4,66,1121.2,4,3,2,9,Potential Loyalists,,,,,,
668,1,57,1151.04,5,2,2,9,Potential Loyalists,,,,,,
669,6,119,9164.15,3,4,5,12,Loyal,,,,,,
670,4,192,5685.67,4,5,5,14,Champions,35-49K,3,55-64,A,2 Adults Kids,1
671,18,127,5089.66,2,4,5,11,At Risk,35-49K,1,35-44,U,Single Female,None/Unknown
672,2,121,2731.15,5,4,3,12,Loyal,25-34K,2,35-44,U,2 Adults No Kids,None/Unknown
673,1,50,704.61,5,2,1,8,Potential Loyalists,,,,,,
674,1,139,4727.57,5,4,4,13,Champions,,,,,,
675,1,223,4832.38,5,5,4,14,Champions,50-74K,2,35-44,U,2 Adults No Kids,None/Unknown
676,4,376,10741.1,4,5,5,14,Champions,,,,,,
677,2,45,1600.99,5,2,2,9,Potential Loyalists,,,,,,
678,168,57,459.17,1,2,1,4,Lost,,,,,,
679,3,262,6494.31,4,5,5,14,Champions,,,,,,
680,12,96,3513.02,2,3,4,9,At Risk,50-74K,1,45-54,U,Unknown,None/Unknown
681,1,66,2773.19,5,3,4,12,Potential Loyalists,,,,,,
682,143,217,4438.29,1,5,4,10,Lost,125-149K,2,65+,A,2 Adults No Kids,None/Unknown
683,115,9,170.06,1,1,1,3,Lost,,,,,,
684,1,107,2052.67,5,4,3,12,Loyal,,,,,,
685,4,201,6019.77,4,5,5,14,Champions,Under 15K,2,35-44,A,Single Female,None/Unknown
686,56,21,534.57,1,1,1,3,Lost,,,,,,
687,4,69,3205.8,4,3,4,11,Potential Loyalists,,,,,,
688,20,28,3207.61,2,1,4,7,One-time Buyers,125-149K,3,35-44,A,2 Adults Kids,1
689,325,3,28.96,1,1,1,3,Lost,,,,,,
690,2,273,4963.14,5,5,4,14,Champions,15-24K,1,65+,B,Single Female,None/Unknown
691,8,54,2511.33,3,2,3,8,At Risk,,,,,,
692,2,124,3891.14,5,4,4,13,Champions,35-49K,1,65+,U,Single Female,None/Unknown
693,16,209,6378.8,2,5,5,12,At Risk,15-24K,2,45-54,U,2 Adults No Kids,None/Unknown
694,1,154,1756.64,5,4,3,12,Loyal,,,,,,
695,2,226,8523.93,5,5,5,15,Champions,35-49K,3,35-44,B,1 Adult Kids,2
696,4,326,14715.53,4,5,5,14,Champions,50-74K,2,35-44,U,2 Adults No Kids,None/Unknown
697,13,62,2823.59,2,3,4,9,At Risk,,,,,,
698,3,127,1204.49,4,4,2,10,Loyal,,,,,,
699,6,150,10353.0,3,4,5,12,Loyal,50-74K,2,45-54,A,2 Adults No Kids,None/Unknown
700,7,39,2981.04,3,2,4,9,At Risk,,,,,,
701,10,39,2593.56,3,2,3,8,At Risk,,,,,,
702,4,276,8205.68,4,5,5,14,Champions,,,,,,
703,4,219,9475.69,4,5,5,14,Champions,,,,,,
704,188,9,76.53,1,1,1,3,Lost,,,,,,
705,19,93,1385.93,2,3,2,7,At Risk,,,,,,
706,1,133,4024.6,5,4,4,13,Champions,50-74K,2,45-54,B,2 Adults No Kids,None/Unknown
707,1,498,19194.420000000002,5,5,5,15,Champions,100-124K,5+,25-34,A,2 Adults Kids,3+
708,6,68,2828.06,3,3,4,10,At Risk,100-124K,4,35-44,A,2 Adults Kids,2
709,6,156,5536.4,3,4,5,12,Loyal,,,,,,
710,2,229,3724.48,5,5,4,14,Champions,,,,,,
711,3,36,429.79,4,2,1,7,Potential Loyalists,,,,,,
712,2,256,11711.02,5,5,5,15,Champions,50-74K,2,65+,A,2 Adults No Kids,None/Unknown
713,20,24,540.9,2,1,1,4,One-time Buyers,,,,,,
714,1,294,4117.34,5,5,4,14,Champions,15-24K,3,55-64,U,2 Adults Kids,1
715,1,178,3712.14,5,5,4,14,Champions,15-24K,2,55-64,A,2 Adults No Kids,None/Unknown
716,4,81,1290.68,4,3,2,9,Potential Loyalists,75-99K,5+,45-54,A,2 Adults Kids,3+
717,21,51,616.72,2,2,1,5,Low Value,,,,,,
718,5,599,19299.86,3,5,5,13,Loyal,25-34K,5+,45-54,A,2 Adults Kids,3+
719,9,34,1098.51,3,2,2,7,At Risk,,,,,,
720,6,86,1678.8,3,3,3,9,At Risk,,,,,,
721,10,46,553.57,3,2,1,6,Low Value,,,,,,
722,7,136,6437.62,3,4,5,12,Loyal,50-74K,2,35-44,A,2 Adults No Kids,None/Unknown
723,7,23,1230.83,3,1,2,6,One-time Buyers,,,,,,
724,52,26,639.3,1,1,1,3,Lost,,,,,,
725,1,133,4828.58,5,4,4,13,Champions,25-34K,1,45-54,U,Single Female,None/Unknown
726,1,71,2220.15,5,3,3,11,Potential Loyalists,,,,,,
727,1,118,4923.13,5,4,4,13,Champions,,,,,,
728,6,475,10732.91,3,5,5,13,Loyal,,,,,,
729,10,32,1159.32,3,1,2,6,One-time Buyers,,,,,,
730,7,92,1111.69,3,3,2,8,At Risk,,,,,,
731,10,233,3151.31,3,5,4,12,Loyal,35-49K,2,45-54,U,2 Adults No Kids,None/Unknown
732,3,104,3967.82,4,4,4,12,Champions,75-99K,4,55-64,A,2 Adults Kids,2
733,8,76,2678.56,3,3,3,9,At Risk,75-99K,2,45-54,A,2 Adults No Kids,None/Unknown
734,15,76,1319.76,2,3,2,7,At Risk,,,,,,
735,25,92,1062.25,2,3,2,7,At Risk,,,,,,
736,7,60,3061.62,3,3,4,10,At Risk,,,,,,
737,61,52,1593.51,1,2,2,5,Lost,,,,,,
738,1,101,2593.12,5,4,3,12,Loyal,,,,,,
739,423,6,160.06,1,1,1,3,Lost,,,,,,
740,1,113,6644.85,5,4,5,14,Champions,175-199K,2,45-54,A,Single Female,None/Unknown
741,7,88,3414.6,3,3,4,10,At Risk,50-74K,3,65+,U,2 Adults Kids,1
742,9,328,3950.96,3,5,4,12,Loyal,15-24K,4,35-44,A,1 Adult Kids,2
